ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
10442283	0.4769934	2.49e-01	1.229859	-6.2739795	0.1257275	Gm9805	predicted gene 9805
10596267	0.4770317	2.49e-01	1.229766	-6.2740881	0.109725	Dnajc13	DnaJ heat shock protein family (Hsp40) member C13
10524844	0.47725	2.49e-01	-1.229409	-6.2745017	-0.12256	Taok3	TAO kinase 3
10498591	0.4772652	2.49e-01	-1.22935	-6.274571	-0.170545		
10511353	0.4772761	2.49e-01	1.229296	-6.2746331	0.1157375	Sdr16c6	short chain dehydrogenase/reductase family 16C, member 6
10562280	0.477278	2.49e-01	1.229248	-6.2746888	0.1509525	Scgb1b2	secretoglobin, family 1B, member 2
10526772	0.477278	2.49e-01	-1.229131	-6.2748254	-0.1433525	Cnpy4	canopy FGF signaling regulator 4
10341475	0.477278	2.49e-01	-1.22911	-6.274849	-0.3150175		
10571065	0.477278	2.49e-01	1.229105	-6.2748546	0.17736	Kcnu1	potassium channel, subfamily U, member 1
10442857	0.477278	2.49e-01	-1.22908	-6.274884	-0.1374325	Narfl	nuclear prelamin A recognition factor-like
10343176	0.477278	2.49e-01	1.229068	-6.2748977	0.111925		
10370603	0.4773103	2.49e-01	1.228972	-6.275009	0.1059475	Odf3l2	outer dense fiber of sperm tails 3-like 2
10399415	0.4773103	2.49e-01	1.228946	-6.2750396	0.1493875		
10402512	0.4773979	2.49e-01	-1.228781	-6.2752314	-0.13603	Scarna13	small Cajal body-specific RNA 1
10568436	0.4776081	2.50e-01	-1.228421	-6.2756488	-0.11983	Fgfr2	fibroblast growth factor receptor 2
10383850	0.4776081	2.50e-01	-1.228399	-6.2756745	-0.109125		
10408523	0.4776968	2.50e-01	1.228232	-6.2758681	0.1364825		
10461051	0.4777044	2.50e-01	-1.228184	-6.2759245	-0.1251675	5730409K12Rik	RIKEN cDNA 5730409K12 gene
10358057	0.4777094	2.50e-01	-1.228138	-6.2759769	-0.146295	Shisa4	shisa family member 4
10354921	0.4777094	2.50e-01	-1.228101	-6.2760201	-0.117615	Als2cr11	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human)
10544462	0.477766	2.50e-01	1.227981	-6.2761593	0.142985	Tcaf1	TRPM8 channel-associated factor 1
10342512	0.4777775	2.50e-01	-1.227927	-6.2762223	-0.2319175		
10390175	0.4778916	2.50e-01	-1.227723	-6.2764589	-0.096465	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)
10423005	0.4779765	2.50e-01	1.227562	-6.2766459	0.10379	Ugt3a1	UDP glycosyltransferases 3 family, polypeptide A1
10390780	0.4780815	2.50e-01	1.227371	-6.276867	0.119565	Krt222	keratin 222
10390945	0.4781158	2.50e-01	-1.227283	-6.2769685	-0.15106	Gm11554///Gm11569///Krtap4-13	predicted gene 11554///predicted gene 11569///keratin associated protein 4-13
10463904	0.4781199	2.50e-01	-1.22724	-6.2770189	-0.13027		
10520942	0.478279	2.50e-01	-1.22697	-6.2773314	-0.1557425	Plb1	phospholipase B1
10472418	0.4783507	2.50e-01	-1.226828	-6.2774961	-0.2203375	Gm13629	predicted gene 13629
10474041	0.4783621	2.50e-01	-1.226774	-6.2775587	-0.1090825	1700029I15Rik	RIKEN cDNA 1700029I15 gene
10588429	0.4785277	2.50e-01	1.226456	-6.2779278	0.12394	Pik3r4	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150
10405838	0.4785277	2.50e-01	-1.226454	-6.2779295	-0.1371625	Spata31	spermatogenesis associated 31
10341746	0.4785277	2.50e-01	1.22642	-6.2779695	0.242795		
10355514	0.4785277	2.50e-01	1.226383	-6.2780122	0.269705	Tns1	tensin 1
10353993	0.4786537	2.50e-01	1.226162	-6.2782686	0.09735	Coa5	cytochrome C oxidase assembly factor 5
10415784	0.4787005	2.50e-01	1.226056	-6.2783909	0.2187175	Trim13	tripartite motif-containing 13
10393320	0.478759	2.50e-01	1.225934	-6.2785331	0.1982525	Ube2o	ubiquitin-conjugating enzyme E2O
10550768	0.4788221	2.50e-01	-1.225804	-6.2786831	-0.12772	Vmn1r95///Vmn1r165///Vmn1r137///Vmn1r132///Vmn1r130///Vmn1r112///Vmn1r100///Vmn1r158///Vmn1r149///Vmn1r126///Vmn1r114///Gm10670///Vmn1r101///Vmn1r-ps79///Vmn1r107///Vmn1r159///Vmn1r124///Vmn1r163///Vmn1r157///Vmn1r155///Vmn1r152///Vmn1r143///Vmn1r142///Vmn1r139///Vmn1r135///Vmn1r111///Vmn1r115///Vmn1r116///Vmn1r117///Vmn1r118///Vmn1r121///Vmn1r125///Vmn1r128///Vmn1r104///Vmn1r103///Vmn1r91///Vmn1r127///Vmn1r129///Vmn1r160///Vmn1r94///Vmn1r113///Vmn1r120///Vmn1r122///Vmn1r151///Vmn1r93///Vmn1r181///V1rd18///V1rd19///Vmn1r179///Vmn1r119///Vmn1r123///Vmn1r180///Vmn1r178///Vmn1r183///Vmn1r148	vomeronasal 1 receptor, 95///vomeronasal 1 receptor 165///vomeronasal 1 receptor 137///vomeronasal 1 receptor 132///vomeronasal 1 receptor 130///vomeronasal 1 receptor 112///vomeronasal 1 receptor 100///vomeronasal 1 receptor 158///vomeronasal 1 receptor 149///vomeronasal 1 receptor 126///vomeronasal 1 receptor 114///predicted gene 10670///vomeronasal 1 receptor 101///vomeronasal 1 receptor, pseudogene 79///vomeronasal 1 receptor 107///vomeronasal 1 receptor 159///vomeronasal 1 receptor 124///vomeronasal 1 receptor 163///vomeronasal 1 receptor 157///vomeronasal 1 receptor 155///vomeronasal 1 receptor 152///vomeronasal 1 receptor 143///vomeronasal 1 receptor 142///vomeronasal 1 receptor 139///vomeronasal 1 receptor 135///vomeronasal 1 receptor 111///vomeronasal 1 receptor 115///vomeronasal 1 receptor 116///vomeronasal 1 receptor 117///vomeronasal 1 receptor 118///vomeronasal 1 receptor 121///vomeronasal 1 receptor 125///vomeronasal 1 receptor 128///vomeronasal 1 receptor 104///vomeronasal 1 receptor 103///vomeronasal 1 receptor 91///vomeronasal 1 receptor 127///vomeronasal 1 receptor 129///vomeronasal 1 receptor 160///vomeronasal 1 receptor 94///vomeronasal 1 receptor 113///vomeronasal 1 receptor 120///vomeronasal 1 receptor 122///vomeronasal 1 receptor 151///vomeronasal 1 receptor 93///vomeronasal 1 receptor 181///vomeronasal 1 receptor, D18///vomeronasal 1 receptor, D19///vomeronasal 1 receptor 179///vomeronasal 1 receptor 119///vomeronasal 1 receptor 123///vomeronasal 1 receptor 180///vomeronasal 1 receptor 178///vomeronasal 1 receptor 183///vomeronasal 1 receptor 148
10585037	0.4788294	2.50e-01	1.225756	-6.2787389	0.239405	Bud13	BUD13 homolog
10526712	0.478848	2.50e-01	-1.225691	-6.2788136	-0.1639175	Azgp1	alpha-2-glycoprotein 1, zinc
10342472	0.479001	2.51e-01	-1.225431	-6.2791151	-0.252125		
10352152	0.4791336	2.51e-01	1.225201	-6.2793822	0.1009775	Kif26b	kinesin family member 26B
10414001	0.4791885	2.51e-01	-1.225083	-6.2795182	-0.1163125		
10571655	0.4793236	2.51e-01	1.224849	-6.2797892	0.15855		
10546723	0.4794277	2.51e-01	-1.22466	-6.2800081	-0.1362175		
10393379	0.4794347	2.51e-01	-1.224612	-6.2800633	-0.113275	Mxra7	matrix-remodelling associated 7
10557716	0.4794605	2.51e-01	-1.224537	-6.2801502	-0.121045	Rnf40	ring finger protein 40
10540289	0.4794615	2.51e-01	-1.224498	-6.2801952	-0.1156875	Gm9871	predicted gene 9871
10338131	0.4794704	2.51e-01	-1.224448	-6.2802537	-0.3323075		
10554150	0.4794719	2.51e-01	-1.224408	-6.2802995	-0.10204	Rgma	repulsive guidance molecule family member A
10458714	0.4795223	2.51e-01	1.224298	-6.2804278	0.09497	Gm10267	predicted gene 10267
10593177	0.4795325	2.51e-01	-1.224245	-6.2804884	-0.1103975	4931429L15Rik	RIKEN cDNA 4931429L15 gene
10449061	0.4795578	2.51e-01	-1.224137	-6.2806131	-0.1096425	Rhbdl1	rhomboid, veinlet-like 1 (Drosophila)
10551891	0.4795578	2.51e-01	1.224101	-6.2806555	0.2368575	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta
10437590	0.4795578	2.51e-01	-1.224076	-6.2806848	-0.12897	Carhsp1	calcium regulated heat stable protein 1
10574656	0.4795578	2.51e-01	-1.224059	-6.2807045	-0.1306475	Fbxl8	F-box and leucine-rich repeat protein 8
10427881	0.4796684	2.51e-01	-1.22386	-6.2809347	-0.201645		
10568464	0.4796684	2.51e-01	-1.223823	-6.2809775	-0.1275575	Ate1	arginyltransferase 1
10442922	0.479703	2.51e-01	1.223702	-6.2811172	0.116625	Gm12338///Cox7c	cytochrome c oxidase, subunit VIIc pseudogene///cytochrome c oxidase subunit VIIc
10594015	0.479703	2.51e-01	1.223669	-6.2811551	0.0892775	Ccdc33	coiled-coil domain containing 33
10484863	0.479703	2.51e-01	-1.22366	-6.2811658	-0.183115	Olfr1265///Olfr1269	olfactory receptor 1265///olfactory receptor 1269
10586609	0.4797144	2.51e-01	-1.223603	-6.2812315	-0.1375325		
10530406	0.4797144	2.51e-01	1.223568	-6.2812717	0.1332975	Gabra2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2
10423002	0.4799732	2.51e-01	1.223142	-6.281765	0.09754	Ugt3a2///Ugt3a1	UDP glycosyltransferases 3 family, polypeptide A2///UDP glycosyltransferases 3 family, polypeptide A1
10460987	0.4799732	2.51e-01	1.223117	-6.2817938	0.12088	Nrxn2	neurexin II
10343652	0.4800457	2.51e-01	-1.222965	-6.28197	-0.3233675		
10551282	0.4800457	2.51e-01	-1.222937	-6.2820024	-0.15241		
10426225	0.4802607	2.52e-01	1.222587	-6.2824072	0.16265	Ncaph2	non-SMC condensin II complex, subunit H2
10341327	0.4803762	2.52e-01	1.222381	-6.2826446	0.34926		
10484869	0.4803876	2.52e-01	1.222327	-6.282707	0.1416125	Olfr32	olfactory receptor 32
10364468	0.4804939	2.52e-01	1.222135	-6.2829289	0.2699625	Bsg	basigin
10480829	0.4805138	2.52e-01	-1.222069	-6.2830057	-0.11848	Ccdc183	coiled-coil domain containing 183
10410264	0.4805147	2.52e-01	1.22203	-6.2830504	0.2067175	Mterf3	mitochondrial transcription termination factor 3
10608073	0.4806258	2.52e-01	-1.221831	-6.2832804	-0.1095175	Rbmy	RNA binding motif protein, Y chromosome
10425834	0.4807172	2.52e-01	1.221661	-6.2834771	0.2486175	Samm50	SAMM50 sorting and assembly machinery component
10608573	0.4807578	2.52e-01	-1.2215	-6.2836635	-0.2294425	Srsy	serine-rich, secreted, Y-linked
10608576	0.4807578	2.52e-01	-1.2215	-6.2836635	-0.2294425	Srsy	serine-rich, secreted, Y-linked
10490302	0.4807578	2.52e-01	1.22149	-6.283675	0.473535	Zfp931	zinc finger protein 931
10339827	0.4808147	2.52e-01	-1.22137	-6.2838138	-0.18434		
10361956	0.4808147	2.52e-01	-1.221332	-6.2838571	-0.1227425	Map7	microtubule-associated protein 7
10402378	0.4810332	2.52e-01	-1.220978	-6.2842669	-0.12492	Serpina16	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 16
10412760	0.4810439	2.52e-01	-1.220925	-6.2843282	-0.1113725	Il3ra	interleukin 3 receptor, alpha chain
10566398	0.4811762	2.52e-01	-1.220695	-6.2845932	-0.1542625	Olfr666	olfactory receptor 666
10545026	0.4812749	2.52e-01	1.220515	-6.2848019	0.2361975	Vmn1r23	vomeronasal 1 receptor 23
10477069	0.4812797	2.52e-01	-1.22047	-6.2848533	-0.156465	Tcf15	transcription factor 15
10340609	0.481319	2.52e-01	1.220376	-6.2849623	0.136175		
10566221	0.4815544	2.53e-01	-1.219974	-6.2854267	-0.144885	Olfr611	olfactory receptor 611
10518967	0.4815544	2.53e-01	-1.219955	-6.2854478	-0.1706225	Smim1	small integral membrane protein 1
10424252	0.4815544	2.53e-01	1.219922	-6.2854864	0.106675	Wdyhv1	WDYHV motif containing 1
10604165	0.481638	2.53e-01	-1.219763	-6.2856696	-0.1572625	Rhox11	reproductive homeobox 11
10577903	0.4816508	2.53e-01	1.219643	-6.2858081	0.09639	Pomk	protein-O-mannose kinase
10596113	0.4816508	2.53e-01	1.219634	-6.2858191	0.1167675		
10427075	0.4816508	2.53e-01	-1.219599	-6.2858586	-0.1378325	Krt18	keratin 18
10357381	0.4816508	2.53e-01	-1.219595	-6.285864	-0.10869	Map3k19	mitogen-activated protein kinase kinase kinase 19
10549200	0.4816586	2.53e-01	1.219546	-6.2859202	0.1576975	Sox5	SRY (sex determining region Y)-box 5
10498885	0.4817503	2.53e-01	-1.21934	-6.2861585	-0.14403	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)
10429426	0.4817503	2.53e-01	-1.219338	-6.2861601	-0.1294325	Mroh5	maestro heat-like repeat family member 5
10363170	0.4819572	2.53e-01	1.218938	-6.2866224	0.0939425	Msl3l2	male-specific lethal 3-like 2 (Drosophila)
10344589	0.4819572	2.53e-01	-1.218933	-6.2866276	-0.230665		
10608674	0.4819572	2.53e-01	-1.21887	-6.2867001	-0.098285		
10536090	0.4819572	2.53e-01	-1.218869	-6.2867014	-0.1202575		
10361282	0.4819572	2.53e-01	-1.218836	-6.2867402	-0.2038775	Cr1l	complement component (3b/4b) receptor 1-like
10518075	0.4819572	2.53e-01	-1.218814	-6.2867655	-0.094465	Fhad1	forkhead-associated (FHA) phosphopeptide binding domain 1
10538885	0.4820239	2.53e-01	1.218679	-6.2869203	0.154765		
10445633	0.4820781	2.53e-01	1.218563	-6.2870541	0.136265	Prph2	peripherin 2
10426909	0.4821285	2.53e-01	-1.218453	-6.2871816	-0.1421475	Letmd1	LETM1 domain containing 1
10480003	0.482176	2.53e-01	-1.218298	-6.2873606	-0.12142	Itih2	inter-alpha trypsin inhibitor, heavy chain 2
10484762	0.482176	2.53e-01	-1.218233	-6.2874353	-0.11956	Olfr1200	olfactory receptor 1200
10344292	0.482176	2.53e-01	-1.218232	-6.2874359	-0.5091475		
10463981	0.482176	2.53e-01	-1.218211	-6.2874609	-0.1007825	Rbm20	RNA binding motif protein 20
10459637	0.482176	2.53e-01	-1.218197	-6.2874768	-0.1306675		
10456717	0.482348	2.53e-01	1.21791	-6.2878074	0.19637	Snord58b	small nucleolar RNA, C/D box 58B
10539880	0.4823945	2.53e-01	-1.217804	-6.2879305	-0.12339	Dnajb8	DnaJ heat shock protein family (Hsp40) member B8
10358670	0.4823945	2.53e-01	-1.217734	-6.2880104	-0.100465	Hmcn1	hemicentin 1
10378668	0.4823945	2.53e-01	-1.217718	-6.2880294	-0.107425	Pitpna	phosphatidylinositol transfer protein, alpha
10419711	0.4823945	2.53e-01	1.217603	-6.2881619	0.0934	Psma3	proteasome (prosome, macropain) subunit, alpha type 3
10421911	0.4823945	2.53e-01	-1.217581	-6.2881866	-0.132935	Pcdh20	protocadherin 20
10366229	0.4823945	2.53e-01	-1.217569	-6.2882016	-0.1025	Lin7a	lin-7 homolog A (C. elegans)
10341353	0.4823945	2.53e-01	-1.217565	-6.2882053	-0.3205025		
10560728	0.4823945	2.53e-01	-1.217501	-6.2882797	-0.12	Vmn1r95///Vmn1r165///Vmn1r137///Vmn1r132///Vmn1r130///Vmn1r112///Vmn1r100///Vmn1r158///Vmn1r149///Vmn1r126///Vmn1r114///Gm10670///Vmn1r101///Vmn1r-ps79///Vmn1r107///Vmn1r159///Vmn1r124///Vmn1r163///Vmn1r157///Vmn1r155///Vmn1r152///Vmn1r143///Vmn1r142///Vmn1r139///Vmn1r135///Vmn1r111///Vmn1r115///Vmn1r116///Vmn1r117///Vmn1r118///Vmn1r121///Vmn1r125///Vmn1r128///Vmn1r104///Vmn1r103///Vmn1r91///Vmn1r127///Vmn1r129///Vmn1r160///Vmn1r94///Vmn1r113///Vmn1r120///Vmn1r122///Vmn1r151///Vmn1r93///Vmn1r181///V1rd18///V1rd19///Vmn1r179///Vmn1r119///Vmn1r123///Vmn1r180///Vmn1r178///Vmn1r183///Vmn1r148	vomeronasal 1 receptor, 95///vomeronasal 1 receptor 165///vomeronasal 1 receptor 137///vomeronasal 1 receptor 132///vomeronasal 1 receptor 130///vomeronasal 1 receptor 112///vomeronasal 1 receptor 100///vomeronasal 1 receptor 158///vomeronasal 1 receptor 149///vomeronasal 1 receptor 126///vomeronasal 1 receptor 114///predicted gene 10670///vomeronasal 1 receptor 101///vomeronasal 1 receptor, pseudogene 79///vomeronasal 1 receptor 107///vomeronasal 1 receptor 159///vomeronasal 1 receptor 124///vomeronasal 1 receptor 163///vomeronasal 1 receptor 157///vomeronasal 1 receptor 155///vomeronasal 1 receptor 152///vomeronasal 1 receptor 143///vomeronasal 1 receptor 142///vomeronasal 1 receptor 139///vomeronasal 1 receptor 135///vomeronasal 1 receptor 111///vomeronasal 1 receptor 115///vomeronasal 1 receptor 116///vomeronasal 1 receptor 117///vomeronasal 1 receptor 118///vomeronasal 1 receptor 121///vomeronasal 1 receptor 125///vomeronasal 1 receptor 128///vomeronasal 1 receptor 104///vomeronasal 1 receptor 103///vomeronasal 1 receptor 91///vomeronasal 1 receptor 127///vomeronasal 1 receptor 129///vomeronasal 1 receptor 160///vomeronasal 1 receptor 94///vomeronasal 1 receptor 113///vomeronasal 1 receptor 120///vomeronasal 1 receptor 122///vomeronasal 1 receptor 151///vomeronasal 1 receptor 93///vomeronasal 1 receptor 181///vomeronasal 1 receptor, D18///vomeronasal 1 receptor, D19///vomeronasal 1 receptor 179///vomeronasal 1 receptor 119///vomeronasal 1 receptor 123///vomeronasal 1 receptor 180///vomeronasal 1 receptor 178///vomeronasal 1 receptor 183///vomeronasal 1 receptor 148
10542632	0.4823945	2.53e-01	-1.217476	-6.2883083	-0.1199575	Iapp	islet amyloid polypeptide
10338245	0.4823945	2.53e-01	-1.217469	-6.2883165	-0.162865		
10386582	0.482395	2.53e-01	1.217427	-6.2883643	0.117165	Top3a	topoisomerase (DNA) III alpha
10481186	0.482395	2.53e-01	-1.217393	-6.2884037	-0.1167525	Sardh	sarcosine dehydrogenase
10342441	0.4824791	2.54e-01	-1.217229	-6.2885933	-0.5896825		
10597427	0.4824791	2.54e-01	-1.217197	-6.2886303	-0.0982675	Trim71	tripartite motif-containing 71
10340781	0.4826	2.54e-01	1.216984	-6.2888753	0.1906175		
10381109	0.4827286	2.54e-01	1.21676	-6.289133	0.1054175	Gm11565	predicted gene 11565
10380721	0.4827359	2.54e-01	-1.216678	-6.2892278	-0.1029675	Scrn2	secernin 2
10402542	0.4827359	2.54e-01	1.216673	-6.2892343	0.1237575	Atg2b	autophagy related 2B
10342863	0.4827359	2.54e-01	-1.216638	-6.2892745	-0.2400675		
10568060	0.4827911	2.54e-01	-1.2165	-6.2894337	-0.16487	4930451I11Rik	RIKEN cDNA 4930451I11 gene
10343511	0.4827911	2.54e-01	-1.216455	-6.2894844	-0.286455		
10442638	0.4827911	2.54e-01	1.216445	-6.2894959	0.1959675	Mrps34	mitochondrial ribosomal protein S34
10341409	0.4829608	2.54e-01	-1.216141	-6.2898472	-0.2168675		
10342812	0.4829608	2.54e-01	1.216125	-6.2898652	0.44148		
10343971	0.4830105	2.54e-01	1.216016	-6.2899911	0.278015		
10375553	0.4830307	2.54e-01	-1.215949	-6.2900679	-0.14058	Olfr1389	olfactory receptor 1389
10530029	0.483087	2.54e-01	1.21583	-6.2902048	0.0865275	Lgi2	leucine-rich repeat LGI family, member 2
10577067	0.4831033	2.54e-01	1.215764	-6.2902809	0.135995	D630011A20Rik	RIKEN cDNA D630011A20 gene
10572865	0.4831033	2.54e-01	-1.215732	-6.290318	-0.1318875	Isx	intestine specific homeobox
10445865	0.4831364	2.54e-01	-1.21563	-6.2904354	-0.0998975	AY702103	cDNA sequence AY702103
10595840	0.4831364	2.54e-01	-1.215609	-6.2904594	-0.1524475	Pxylp1	2-phosphoxylose phosphatase 1
10500748	0.4831875	2.54e-01	1.215448	-6.2906443	0.11542	Tshb	thyroid stimulating hormone, beta subunit
10591129	0.4831875	2.54e-01	-1.215426	-6.2906707	-0.1628425	Fat3	FAT atypical cadherin 3
10343948	0.4831875	2.54e-01	1.215377	-6.2907263	0.5972475		
10439296	0.4831875	2.54e-01	-1.215364	-6.2907412	-0.1299725	Stfa2	stefin A2
10360332	0.4831875	2.54e-01	-1.215348	-6.2907598	-0.173515		
10472944	0.4834176	2.54e-01	-1.214978	-6.2911862	-0.1509525		
10499089	0.4834977	2.54e-01	1.214825	-6.2913626	0.20805		
10598493	0.4835786	2.54e-01	-1.21467	-6.2915403	-0.10284	Pcsk1n	proprotein convertase subtilisin/kexin type 1 inhibitor
10383883	0.4836243	2.55e-01	1.214567	-6.2916594	0.1079625	Gm11961	predicted gene 11961
10517240	0.4836641	2.55e-01	-1.214435	-6.2918115	-0.104215	Grrp1	glycine/arginine rich protein 1
10522658	0.4836641	2.55e-01	-1.214434	-6.2918117	-0.137535	C530008M17Rik	RIKEN cDNA C530008M17 gene
10574232	0.4837413	2.55e-01	-1.214285	-6.2919831	-0.12525	Coq9	coenzyme Q9
10449741	0.4839401	2.55e-01	1.213919	-6.2924048	0.2113875	Sik1	salt inducible kinase 1
10503659	0.4839401	2.55e-01	-1.213889	-6.2924398	-0.110085	Epha7	Eph receptor A7
10339533	0.4839401	2.55e-01	1.213886	-6.2924428	0.14693		
10351517	0.4840446	2.55e-01	1.213697	-6.2926596	0.1313825	Cfap126	cilia and flagella associated protein 126
10604656	0.4840971	2.55e-01	1.213584	-6.2927899	0.2715625	Xlr	X-linked lymphocyte-regulated
10504654	0.4841955	2.55e-01	-1.213405	-6.2929965	-0.1431375	Ccdc180	coiled-coil domain containing 180
10481654	0.4843003	2.55e-01	1.213216	-6.2932135	0.1397225	Fpgs	folylpolyglutamyl synthetase
10440717	0.4844212	2.55e-01	-1.213004	-6.2934574	-0.1037325	Gm10228///Gm10229///1110025L11Rik///Krtap6-5///Krtap6-1	predicted gene 10228///predicted gene 10229///RIKEN cDNA 1110025L11 gene///keratin associated protein 6-5///keratin associated protein 6-1
10410774	0.4844217	2.55e-01	1.212966	-6.2935012	0.1373175		
10459614	0.4846426	2.55e-01	-1.212609	-6.293911	-0.1383875	4930546C10Rik	RIKEN cDNA 4930546C10 gene
10603738	0.4848235	2.55e-01	-1.212311	-6.2942541	-0.1476	Ppp1r2-ps9	protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 9
10409924	0.4849166	2.55e-01	1.212139	-6.2944516	0.2316	Cts8	cathepsin 8
10428449	0.4849654	2.55e-01	1.212	-6.2946109	0.1188925		
10500999	0.4849654	2.55e-01	-1.211994	-6.2946183	-0.1308225	Pifo	primary cilia formation
10601430	0.4849726	2.55e-01	-1.211946	-6.2946732	-0.1128125	4933401B06Rik	GLE1 RNA export mediator pseudogene
10343705	0.485049	2.56e-01	-1.211798	-6.2948429	-0.3757725		
10590842	0.4850965	2.56e-01	-1.211691	-6.2949666	-0.1779975		
10552668	0.4850965	2.56e-01	-1.211642	-6.2950223	-0.1118025	Lrrc4b	leucine rich repeat containing 4B
10538377	0.4850965	2.56e-01	-1.211618	-6.2950505	-0.1056475	Wipf3	WAS/WASL interacting protein family, member 3
10373372	0.4851313	2.56e-01	1.21153	-6.295151	0.14915	Coq10a	coenzyme Q10A
10442816	0.4852109	2.56e-01	-1.211378	-6.2953259	-0.1490725	Lmf1	lipase maturation factor 1
10386209	0.4853212	2.56e-01	-1.211165	-6.29557	-0.14578	Olfr317	olfactory receptor 317
10603700	0.4853212	2.56e-01	1.211133	-6.2956075	0.1947275		
10425357	0.4853212	2.56e-01	-1.211107	-6.2956374	-0.202165	Mief1	mitochondrial elongation factor 1
10541069	0.4854638	2.56e-01	-1.210843	-6.2959408	-0.1403375	Olfr214	olfactory receptor 214
10528546	0.4854638	2.56e-01	-1.210826	-6.2959594	-0.1130925	Gabarapl2///Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2///gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2
10397450	0.485569	2.56e-01	-1.21061	-6.2962078	-0.126365	Vash1	vasohibin 1
10467258	0.485569	2.56e-01	-1.210585	-6.2962363	-0.1050125	Myof	myoferlin
10382927	0.485569	2.56e-01	-1.210563	-6.2962623	-0.1321075	Gm11733	predicted gene 11733
10467420	0.4856265	2.56e-01	1.210442	-6.2964005	0.15725	Pdlim1	PDZ and LIM domain 1 (elfin)
10559547	0.4856396	2.56e-01	-1.210386	-6.2964649	-0.10996	Tnnt1	troponin T1, skeletal, slow
10515095	0.4856674	2.56e-01	1.2103	-6.2965639	0.126685	Elavl4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
10367744	0.4856674	2.56e-01	1.21025	-6.2966213	0.20509		
10542636	0.4856674	2.56e-01	1.210226	-6.296649	0.1026425	Pyroxd1	pyridine nucleotide-disulphide oxidoreductase domain 1
10565393	0.4856674	2.56e-01	-1.210196	-6.2966826	-0.20439	Olfr304	olfactory receptor 304
10537184	0.4856724	2.56e-01	-1.210152	-6.2967336	-0.0962675	Cald1	caldesmon 1
10364990	0.4857203	2.56e-01	-1.210046	-6.2968558	-0.178625	Eef2	eukaryotic translation elongation factor 2
10339191	0.4857554	2.56e-01	1.209958	-6.2969568	0.19041		
10338670	0.4857601	2.56e-01	-1.209913	-6.2970074	-0.36576		
10367521	0.4858527	2.56e-01	-1.209743	-6.2972034	-0.1316325	Olfr809	olfactory receptor 809
10560311	0.4859611	2.56e-01	-1.209497	-6.2974854	-0.1249125		
10457938	0.4859611	2.56e-01	1.209486	-6.2974977	0.1534425		
10572739	0.4859611	2.56e-01	-1.209474	-6.2975113	-0.1901075		
10539931	0.4860208	2.56e-01	-1.209344	-6.2976603	-0.1222925	Gm1965	predicted gene 1965
10512315	0.4860208	2.56e-01	-1.209286	-6.2977274	-0.190685	LOC100861978///Ccl27b///Gm2506///Gm13306///Ccl27a	c-C motif chemokine 27-like///chemokine (C-C motif) ligand 27b///predicted gene 2506///predicted gene 13306///chemokine (C-C motif) ligand 27A
10464997	0.4860208	2.56e-01	1.20926	-6.297757	0.247665		
10343246	0.4860208	2.56e-01	1.209224	-6.2977987	0.2766475		
10453759	0.4860208	2.56e-01	-1.209202	-6.2978243	-0.17124	Gm10554	predicted gene 10554
10473475	0.4860982	2.57e-01	1.209003	-6.298052	0.128915	Olfr1023	olfactory receptor 1023
10355017	0.4860982	2.57e-01	1.208989	-6.2980676	0.1729025	Sumo1	small ubiquitin-like modifier 1
10517465	0.4860982	2.57e-01	1.208978	-6.2980806	0.103725	Kdm1a	lysine (K)-specific demethylase 1A
10344360	0.4861749	2.57e-01	1.208754	-6.2983376	0.2568275		
10540554	0.4861749	2.57e-01	1.208754	-6.2983377	0.11285	Setd5	SET domain containing 5
10403988	0.4861749	2.57e-01	-1.208738	-6.2983559	-0.10533	Vmn1r221///Vmn1r196///Vmn1r191///Vmn1r209///Vmn1r188///Vmn1r189///Vmn1r212///Vmn1r222///Vmn1r217///Vmn1r219///Vmn1r220///Vmn1r203///Vmn1r205///Vmn1r213///Vmn1r214///Vmn1r-ps103	vomeronasal 1 receptor 221///vomeronasal 1 receptor 196///vomeronasal 1 receptor 191///vomeronasal 1 receptor 209///vomeronasal 1 receptor 188///vomeronasal 1 receptor 189///vomeronasal 1 receptor 212///vomeronasal 1 receptor 222///vomeronasal 1 receptor 217///vomeronasal 1 receptor 219///vomeronasal 1 receptor 220///vomeronasal 1 receptor 203///vomeronasal 1 receptor 205///vomeronasal 1 receptor 213///vomeronasal 1 receptor 214///vomeronasal 1 receptor, pseudogene 103
10344431	0.4861749	2.57e-01	-1.208718	-6.2983787	-0.1987175		
